comment_text,labels
Cái Logo Lục quân; thị trường bán đâu đó 50-60k/1c; chương trình đầu tư cho mỗi đồng chí 1c; chứ ai lại chơi kiểu ghép thế kia; SNN mùa nào cũng thấy chưa chuẩn về mang mặc; lễ tiết tác phong của nhân vật trải nghiệm; chẳng hiểu Ban cố vấn của Chương trình lấy người ở đâu nữa 😂,1
Tui thích xem mùa có tú voi độ mixi nhất…. Mùa đấy 4 nam 4 nữ;có ông độ ra dáng anh cả khích lệ cổ vũ tinh thần các e…,2
Chipu 🌻,1
Xuan Ngọc Hân hóng nha bây ơi,1
Duyệt! cả 4 nữ đó là đội trưởng.,1
Mong ngóng đồng chí Đỗ Hải Đăng  #HaiDangDoo,2
Xem chipu,1
Ỏ xịn quá mà sao chỉ có trong hcm vậy 😭😭😭,1
Giảm sức mạnh 2 con tướng này giúp e,1
Đã hoà lại còn nhi thì ko bỏ tập nào luôn❤️,2
Mong mọi người quá trời ♥️,2
Hóng chị chị ơi,2
Thêm queen Minh Tú; banh mẹ nóc,1
nhi lấy ck cái xinh lên mấy chân kính.,1
Qua mấy mùa đc Nhi rắn rỏi ghê,1
đã Hoà còn có Nhi nữa thì cười ngấtttt :))),1
Lần này có bà nhi chắc cười chớt,1
Phương Thảo lổ rồi lổ rồi,1
Tôi Nguyễn Minh Tú chiến sỹ tổ 1 Mũi 1 ..báo cáo đ/c Đại đội trưởng theo lệnh gọi tôi có mặt….Hết….dợt lại cho bả nhớ chứ quên Hoài khó chịu vô cùng:)),1
Chào đồng chí Nguyễn Thị Hoà ạ #HoaMinzy #SaoNhapNgu2025 #NguyenThiHoa #TeamHoaMinzy,1
Chưa gì đã thấy mắc cừiii rùi. Đồng chí lại thể hiện tài năng phi dao rọc giấy nhaaaa 🤣🤣,1
Chuẩn bị xem tấu hài cười đau bụng,2
Úi đã co bé Hậu Hoàng,2
Nghe nói Diệu Nhi cũng tham gia Sao nhập ngũ 2020 cùng với Hậu Hoàng,1
MisThy xem xong chắc khóc thét,1
Snow Linda nhớ bài hát và bịch bánh tráng năm đó quá 🤣🤣🤣,1
Bên sốp vẫn còn ít slot nhận book công hạt dẻ có hỗ trợ keep dẫn các bạn vào tận sân luôn yên tâm nhé,0
Hóng chị Hoà quá 🥰🥰🥰,2
Chắc khán giả lại cười nội thương mất chứ bình thường chỉ đã hài lắm r🤣🤣🤣,1
Lúc mặt ảnh nghiêm túc mà vẫn thấy hài😂😂,1
Không có Hậu Hoàng hè . Diệu Nhi đi cặp với Hậu Hoàng mới vui,1
Đã quáaaa,2
Mặc định là thành công :)),2
Năm nay phải xem full,2
Đợi bà Hoà . Sẽ không sót tập nào,2
Ác ôn quá,0
Xem trên Youtube à Ad?,1
Có Bùi Trung Kiên là có cực phẩm điện ảnh 😄,2
Mũi trưởng long đâu,1
Không học Đại học thì cho đi nhập ngũ thật hết chứ sao phải nhập ngũ trong game,0
mang ít đồ thôi nha Nhi,1
Ôi ai mặc quân phục cũng đẹp quáaaaaa,2
Đã Mạc Văn Khoa lại còn có cả Diệu Nhi nữa. Toàn những cây hài; hahahahahahahahahaha,2
Hóng #Hoàmizy cả tháng nay rồi🇻🇳,2
Giang Nguyễn viêw chị Hoà Mizu cao nhất luôn nè,2
Chết tôi mất,1
CP đỉnh quá.,2
Ui bùng nổ lun 🥰,2
Kim Thoa Trần xem đi :V,1
buồn cười quá,1
thứ e cần là ang Longgg😇,1
Thượng uý Lê Hoàng Hiệp,1
Đc Kiên là đc nào trong 3đc ạ mn,1
Tuyệt vời quá ạ,2
Em gái mũi trưởng LONg đây mà🙂🙂🙂,1
Hậu Hoàng #HauHoang #Saonhapngu #SNNconcert,2
Đây rồi đây rồi  🤣,1
C đáng iu,2
Toàn những cây hài akka,2
Tủ Lạnh nhạc quen ko =))),1
Tôi cần mũi trưởng Long,1
Chào mừng đ/c Hậu trở lại,2
Đồng chí Thúy Hậu dễ thương,2
Sao cái cổ cứ lắc lắc v,1
Tui muốn cả đồng chí Dương Hoàng Yến là đủ bộ 3ce rồi 😍,2
Ủa năm nay quy tụ các cựu sao ak???,1
chào đồng chí Hoàng Hậu,1
😍,1
Xin chào đồng chí Hoàng Thúy Hậu - em tui . Nhỏ mà có võ nhiệm vụ nào củng hoàn thành 🥰🥰,2
Đồng chí Hoàng Thúy Hậu xuất hiện; cute quá  #HauHoang,2
yê,1
Cô nàng nhí nhảnh đã xuất hiện 🫣😘,1
Đồng chí Thuý Hậu sẵn sàngggg 💚,2
Chào mừng đồng chí Hậu trở lại Sao Nhập Ngũ 🥳🥳🥳,2
Ai chà Hậu hoàng nay xinh gái quá,2
Chúng ta cùng trinh chiến,2
Chào mừng đồng chí Hoà trở lại Sao Nhập Ngũ 🥳🥳🥳,2
ahhhhhhhhhhh ,2
Hóng Sao nhập ngũ từ bây giờ.,2
Nhỏ nhắn; đáng iu 😍 đồng chí Thuý Hậu sẵn sàng!!!!! 🇻🇳,2
Meo Araki thay khung lẹ kìa,1
ối mặt phính cute z,2
Đồng chí khải dạo này khác quá,1
Tuyệt vời lại phải cày thôi còn lụy S N N năm ấy quá,2
tôi yêu Hậu Hoàngg,2
đẹp trai,1
ơ sao hậu nhìn giống chị Diệu Nhi thế nhỉ Hậu Hoàng,1
Hóng Hoà,2
Bả nhỏ xíu à; cưng ghê á,2
Tính ra tay c ấy chào đẹp nhất trong các c đã công bố lun ấy,2
aaaa đồng chí Thuý Hậu trở lại 👀,2
Tr ơi đợi bả mãi nhỏ xíu cái áo to quá tr,1
Sao ai mặc lễ phục cũng cháy hết,2
Vụ án lá cờ xử đến đâu rồi Ka,1
Mê nhất đồng chí này🥰,2
tôi thích đồng chí nàyyy,2
Đồng chí Thuý Hậuuu,1
Thêm Mũi Trưởng Long nx thì hay bic mấy ☺️,1
Hót nhất bà hoà 😍😍,1
Yêu bà hoà lắnm nha,2
Hậu iu iuuuuuuuu,2
Mê đồng chí Hậuuuu,2
Ủng hộ đồng chí Thúy Hậu 🥰🥰🥰,2
chào đồng chí Hậu Hoàngggg,1
Ủng hộ đ/c Hậu nhaaas 🥰,2
hóng quá 🥰,2
Eo ơi,1
Chắn chắn đây sẽ là 1 mùa Sao Nhập Ngũ đáng nhớ. Đồng chí Thúy Hậu Cố Lên,2
Đâyyy rồiiii,1
Mặc áo lễ phục mà thương ghê💗,1
Đồng chí Trần diệu nhi là khoái r,1
Hóng sao nhập ngũ năm nay nha,2
đã dịu nhi lại còn hậu nữa.meeeee,2
đợt này toàn các thánh hài 🤣🤣,2
Ước gì có đồng chí Long,1
Sao nhập ngũ năm nay best đỉnh 🇻🇳Hóng quá 😍,2
Có hậu là phải có mũi trưởng long nữa mới hay,1
Neymar Quach lướt nhanh qua thì tưởng a tiến 😆,1
Đồng chí Hoàng Lan thì tiếp đến sẽ là đồng chí Anh Tú phải k sốp Sao nhập ngũ ơi? 😉,1
máy đấm,1
ly ky,1
Đợi đồng chí Ninh Dương Lan Ngọc ạ #NinhDuongLanNgoc #NDLN #SaoNhapNgu,2
Bé Hậu xinh quá,2
Bh mới có tập đầu tiên z ạ 🥲 hóng quá r huhu,1
Xin chào đồng chí đến với Sao nhập ngũ ,1
ố ồ. hay quá ta.,1
mê :)),2
Đã thiệt chứ bộ đôi hàng xóm kkkk,1
Nguyễn Ngọc Kiên giờ mí biết LyLy cùng tên 🤣,1
Ủa sao lại là Nguyễn Hoàng Lan z,1
Ngầu quá Lyly ơi,2
Oa bất ngờ quá😱,1
Ủa chị Lyly tên Lan:))),1
Toàn các cây hài gọi tên Hoà Khoa Nhi😆😆 đón xem,2
Mùa nay ko xem thì phí🤣,2
Đồng chí này có thật ngoài đời k vậy mn ơi ?? :)),1
Đồng chí Hoàng Lan 😍😍,2
Hóng chờ đồng lý Nguyễn Hoàng Lan ở sao nhập ngủ,2
Thật bất ngờ ca sĩ LyLy Official🫶. Tên thật là Nguyễn Hoàng Lan. Này mới biết luôn á🙂,1
Đỉnh quá chị gái ơiii,2
Bị Khoá Nick lướt qua tưởng anh mk,1
Chị Lyly cute,2
Có bộ quần áo vừa cho Thuý Hậu luôn à,1
Tui muốn Đồng chí Nguyễn Thùy Anh 🙃🙃🙃,2
Hóng LyLy #LyLy #LyLysaonhapngu😍,2
Lại xem thôi,1
Waiting for you,1
Mong đ/c Vũ Phương Anh quay lại,2
hẹ hẹ .. hậu hoàng,2
Chào đ/c Hậu !,1
Sao nhập ngũ lm mình biết đk tên khai sinh của mẤy đồng chí,1
Em xinh say hi bà bị loại t k nghĩ tới luôn ak...wa các CT khác hết cho tui; bà rất sáng mà cũng đáng iu. Có điều nhỏ nhắn wá vào đây k biết sao đây...trong cho bong hồng thép từ bà nhek ❤️,1
Đồng chí đội trưởng Nguyễn Thuỳ Chi #CHIPU #SaoNhapNgu ⭐️🇻🇳,2
Hẹ hẹ,2
Cực phẩm,2
Em yêu chị Lannnn,2
Xin chào đ/c Hoàng Lan,1
Tuj mong hậu hoàng lắm;ko biết có ko,1
Anh Hoàng  đẩy nhanh lên top 🤣🤣,1
Sao mùa này nhiều người vậy ạ,1
Đẹp quá🥰,2
Chào đón 1 mùa đầy niềm vui  rồi. Toàn cây hài❤️❤️,2
đag chờ màn xuất hiện của anh Hoàng Khoa ạ=)),1
Jade Thuy Phan ủa tui đi nhập ngũ hnao sao k biết,1
Chào đồng chí,1
Hiuhiu có Kỳ Duyên ko nhỉ,1
Tôi có quà cho đồng chí,2
Thì ra c nghỉ Em Xinh để đi nhập ngũ,1
Bả nhỏ nhỏ xinh ghê,2
Hóng 2 đồng chí hàng xóm😆,1
Ngọc Thảo nơi tình iu bắt đầuuu😂,1
Làng nước ơiiiii,1
Em yêu chị quá chị Lan oiiiiiiii  #Lyly #SaoNhapNgu,2
Mặc quân phục ta nói nó ngầu quá bà Lan oiiiiiiii 😘😘,2
đồng chí này trả đồ cho bố đi nhé; sao lại mặc trộm đồ của bố thế kia,1
Hóng 2 đồng chí hàng xóm quá; sau đc Hoàng Lan chắc tới đc Anh Tú nhỉ admin 😘😘,1
Em iu c Hoàng Lan; em iu a Anh Tú 🥰😘,2
Xinh đẹp tuyệt vời🥹,2
Má ơi Diệu Nhi mà còn Lần Ngọc nữa thì thôi luôn…chiếu nhanh nào 😊,1
Đủ cặp hàng xóm :)),1
Kèm hàng xóm 1vs 1 😂,1
Tui bị cuồng đồng chí Thuý Hậu vs mũi trưởng Long quá; ước gì năm nay gặp lại cặp này,1
Râu của đồng chí Tú mới nhú ạ;)),1
3 phân quá hợp với đồng chí đấy ,1
Đợt này nữ tham gia nhiều,1
sao đây,1
Chờ mãi mới thấy đồng chí này,2
Đã quá Tổ quốc ơi 🤣,2
H mới biết tên thật của lyly🤣,1
Đủ wow rồi đó shop ơi,2
Tới rùi ❤️❤️❤️ Tuy ngoại hình hơi lạ lạ; k phải là chàng trai hát tình ca với mái tóc bồng bềnh lãng tử nữa mà là mái tóc đầu đinh gọn gàng mạnh mẽ; nhưng mà vẫn đẹp trai nam tính và rất ra dáng đồng chí bộ đội Nguyễn Anh Tú nha 🥰🥰🥰 Chờ đón đồng chí tham gia những thử thách sắp tới và lắng nghe những giai điệu Tổ quốc mà đồng chí hay nghêu ngao trên đường hành quân như mùa 2022 ❤️❤️❤️,2
Vừa thấy đồng chí hàng xóm và giờ đủ cặp luôn,1
Xin lỗi đồng chí; chứ tui nhìn quả tóc ko nhịn cười đc #AnhTu  #AnhTuVoi #SaoNhapNgu #SaoNhapNgu2025,1
2 nghệ sĩ đều tên Tú của năm 2022 đều quay trở lại.,1
Mong,2
Có Ly Ly rồi giờ lại cả Anh Tú nữa 😂😂😂,1
Đây rồi. Đồng chí tẻn tẻn của Lover đây rồiiii,1
Ủa nãy thấy bạn nào hỏi tới a Tú. Giờ thiệt luôn nè,1
Chào mừng đ/c Tú râu mới nhú trở lại,2
Đây rồi. Đồng chí tẻn tẻn của Lover đây rồiiii  #AnhTu #AnhTuVoi #SaoNhapNgu,1
Quả tóc quá uy tín :)),1
Đồng chí Anh Tú quá đỉnh 🥹🥹🥹,2
Ohhh baby; sốp chu đáo quá sốp yêu oii,1
Ỏ ohhh baby,1
Sốp nổ thêm ảnh góc nghiêng đi tui thấy góc nghiêng ngầu hơn nè 😂😂😂,1
Có cả mũi trưởng Long nữa thì tuyệt 🙌,1
Hóng Anh Tú #AnhTusaonhapnhu😍,2
Bạn của Hoàng Lan đây rồi,1
Tú Mới Nhú có mặt ,1
Sốp thấy tui tiên đoán siêu hem? Tiên đoán tiếp theo của tui là trong chương trình sốp sẽ tung nhiều suộc của Tú cho tụi tui thoả cơn hạn gặp mưa rào 🌧️ 😍,1
Đã có lyly phải có anh tú😂,1
Chờ đồng chí này mãi đấyyy,2
Em hóng mãi đồng chí nguyễn anh tú😊,2
SNN năm nay tuyệt v hú hú khẹc khẹc,1
Hello VN ;Xin chào Đ/C Tú ⭐🇻🇳,1
Bị ngầu mà dễ thưn kiểu gì á pà,1
Ui ! Đồng chí Nguyễn Anh Tú Anh Bộ Đội dễ thương của chúng tui đã có mặt Sao Nhập Ngũ 2025. Xin chào ❤️,2
Đồng chí tinh tế quá. Khi mặc Quân Phục thì ko thấy đeo bông tai nữa,1
Dùi liệu có đc Ninh Dương Lan ngọc hok ạ!!!!!!???,1
Đồng chí này dễ thương và đáng yêu lắm ạ. Đồng chí Nguyễn Hoàng Lan với Sao Nhập Ngũ 2025. Xin chào ❤️,2
Uây; chào đồng chí Anh Tíu,1
Mong chờ,2
Lyly tên thật Hoàng Lan hả n,1
Cốm ngonn,1
Đ/c Nguyễn Việt Long :)),2
Chờ mãi 🥰🥰,2
Ê tui mê bà này,2
Tú mới nhú,1
Hóng mãi đồng chí Anh Tú,1
Đ/c Hoàng Lan xong tới đ/c Anh Tú; ta nói nó trùng hợp z thui chớ hong có ý đồ gì nhể admin oiiii 😘😘😘,1
Biết ngay là sau đồng chí Hoàng Lan là đồng chí Anh Tú mà😆,1
Tổ VAR Anh Tú đã sẵn sàng để nhận nhiệm vụ check VAR Anh Tú trong chương trình Sao nhập ngũ 2025 ❤️❤️❤️,2
Mong chờ đồng chí Nguyễn Hoàng Lan ❤️ #Lyly,2
Xin lỗi đ/c trông đ/c mặc cái áo rộng mắc cười quá🫠🫠 nhưng mà siêu nhìn đ/c ngầu nheee,2
Hình như thiếu c puka; a duy khánh vs c phương ah đào phải hơm ạ,1
Pick duy nhất của tui trong Sao nhập ngũ 2025 🥰Phải thật mạnh mẽ tự tin toả sáng nha Tú ơi,1
Đã Hoàng Lan rồi tới Anh Tú 😘 ta nói nó đã gì đâu á 🫶🏻🫶🏻🫶🏻,2
Đồng chí có thể đội mũ vào được k? Chứ t bị mắc cười,1
Gần cả tổ đội 2022 nhập ngũ lại luôn à,1
Aaaa tự hào quá nè,2
đồng chí trông lạ quá nhưng mà hóng nha.,1
Rồi tập này có Mũi Trưởng Long không hè,1
Yahhhh Anh Túuuu,1
Mong chờ đc gặp lại đồng chí Hậu.,2
Chào đồng chí Thúy Hậu ❤️,2
Hóng đồng chí hậu; hóng ctrinh,2
Hóng quá đi,2
Đồng chí Anh Tú đúng là có kinh nghiệm tham gia Sao nhập ngũ. Chào điều lệnh rất chuẩn chỉnh. Tẻn tẻn vậy thôi. Nhưng khi thực hiện nhiệm vụ rất nghiêm túc.,2
Đồng chí nghiêm túc nhưng mà tôi mắc cười quá😂,1
Úi; đồng chí Khải đẹp trai phong độ hơn xưa nữa!,2
mới nhú. đừng đánh phấn nền trắng đc hông Tú,1
Đồng chí Thuý Hậu 🥰🥰🥰,2
Một hình ảnh đẹp và mong chờ 🥰🥰🥰,2
Bạn Anh Tú sau lần tóc ngắn này dài; ko dc cắt kiểu này nữa nhé. Tóc kiểu cũ đẹp hơn.,1
Đồng chí Tú tôi thấy đánh nền hơi dầy….,1
Ối dời idol của tuj,1
Dạ c Lan,1
Có thúy hậu là sẽ xem .mong có đồng chí mũi trưởng long nua,1
🤣🤣🤣 ôi lạ quá nhìn k ra,1
Ủa có đồng chí Hậu nữa hả ???,1
Mong chờ sự có mặt của đồng chí Anh Tú,1
Sao chương trình up video anh tôi vào giữa đêm khuya vậy 🤣,1
Xem nhiều show rồi Giờ mới biết Lyly tên Lan;,1
Mê đồng chí tú mới nhú 😂,1
Xin chào đồng chú Tú 💪 #Saonhapngu #AnhTu,2
Mong chờ xem quá,2
ấy chà. đã LyLy còn anh tú nữa quá hóng,1
Yeah Anh tú ms nhú,1
Có mỗi ông này chuẩn điều lệnh; mạnh mẽ dứt khoát,2
Tuyệt🥰,2
Mũi trưởn Long đâu ???,1
Lần này a Khoa còn ra biển bắt cướp ko ạ 🤣🤣🤣,1
Hóng đồng chí Tú quá,2
giờ mới biết đồng chí tên Nguyễn Hoàng Lan chứ không phải Nguyễn Hoàng Ly 😀,1
Kkk mong chờ quá,2
Đánh nền trk đánh giặc sau hả a voi 🥹,1
Nền hơi dày nha e🤣,1
Đinh Chang họp chợ 😆,1
Đẹp quá anh Nguyễn Anh Tú ơi,2
Đẹp chấn động,2
Nguyễn Hoàng Lan nha mn…yêu cổ nhắm,2
Mũi trưởng Nguyễn Việt Long năm nay có tham gia không ạ? Admin Sao nhập ngũ xác nhận cho elm với :)),1
Mong gặp lại Mũi trưởng Nguyễn Việt Long ạ💖. Mùa đầu tiên mình xem và bắt đầu biết đến Sao nhập ngũ ạ,2
Sếp Hoà vô địch,1
Khi nào chiếu vậy cả nhà.,1
Mặt mộc chế Chi đẹp dữ,2
Tổng có bao nhiêu ngừoi nhỉ .,1
Đồng chí Hoàng Lan ❤️,2
Biếc ngay mà 🤣🤣,2
Ôi có 2 Ido TB trong một tập rồi 😍😍😍,1
Đồng chí hậu đã trở lại chắc lợi hại hơn xưa hè,1
Ngày mai là tháng 8 rồi hóng quá,2
12 đồng chí rồi. Wow rồi Và còn tiếp,1
T hóng #ChiPu nhất,2
trong đầu tự nhiên văng vẳng tiếng của mũi trưởng Long gọi đồng chí Hậu 🤣🤣🤣,1
Wow; chững chạc quá anh sĩ quan Anh Tú :D,2
Biết ngay có anh mà,1
Râu dài thêm tý nào chưa ní,1
Phạm Văn Bách tuy 1 mà 2,1
Đồng chí này tôi thấy quen lắm :),1
Trịnh Trang Nhung hôm nào cho chi biến hình cái nha,1
Ôi dồi ôi A Tú của tui đây gòiiiii; thêm Huỳnh Sơn; Huỳnh Lập là quá đãaaaa shop ơi,2
Thắc mắc ạ. Sao trên áo dã chiến là 1 sao còn trên bộ đại lễ lại là 2 sao 1 gạch của qncn ạ. Do em không hiểu lắm mong m.n giải đáp ạ.,1
Dạ cho e hỏi cái này là các nghệ sỹ mặc cho đồng bộ như đi A80 hay là sau khi tham gia chương trình sẽ được xét duyệt để được thăng hàm như vậy ạ.tại thấy 1 số nghệ sỹ 1 sao 1 số lại 2 sao ạ. Song cũng đeo quân hàm qncn.,1
Chú voi con nay ngó cứ tếu tếu 🤭,1
Chờ tộc trưởng tham gia lại cùng hội đội,1
Cháu đã nhớ ông cháu khi xem đc hình ảnh của ông MVK,1
Ủa chị Lan 😅 rồi mời chị di chuyển qa bên chỗ a Tú 🤣,1
Ui năm nay có chipu với hoà minzi là cũng bùng nổ lắm nè . Hóng quá,1
Trời ơi năm nay tụ hợp các vựa muối 🤣🤣🤣 đã quá Tổ Quốc ơi,2
Wow. Lại không thể bỏ qua SNN mùa này rồi.,2
Đã Anh Tú lại còn Ly Lyyy🥳🥳,1
Hau Hoang đồng chí Nhi Nhà Bè đã sẵn sàng chờ đồng chí,2
Chắc sẽ cười rách miệng với bà này 😁,1
Quả mặt không nhịn đc cười,1
Chào đồng chí Voi 😂😂😂,1
https://vt.tiktok.com/ZSSAVMvqQ/,0
Cmt đẩy tiếp đi =))),1
Đồng chí mũi trưởng quá tuyệt vời,2
Có đồng chí Tú Voi;mong thêm đồng chí Tú tus quá ạ,2
Dễ thương ❤️,2
Mê bả làm sao ý,2
Video này hay quá! Cảm ơn bạn đã chia sẻ,2
Chúc mừng bạn nhé! Thật sự rất tuyệt vời,2
"Bài viết rất bổ ích, tôi đã học được nhiều điều",2
Tôi rất thích phong cách của bạn,2
Cảm ơn bạn rất nhiều vì đã giúp đỡ,2
Quá tuyệt vời! Tôi sẽ chia sẻ cho bạn bè,2
Bạn thật tài năng! Chúc bạn thành công,2
Hình ảnh đẹp quá! Like ngay,2
"Rất hữu ích, tôi sẽ áp dụng thử",2
"Bạn nói đúng lắm, tôi đồng ý với bạn",2
Tôi không thích cái này lắm,0
Hơi buồn chán một chút,0
"Không hay lắm, tôi nghĩ có thể làm tốt hơn",0
Hình như có gì đó không đúng,0
Tôi không đồng ý với quan điểm này,0
Chưa thuyết phục lắm,0
Tôi cảm thấy hơi thất vọng,0
Không phải gu của tôi,0
Có vẻ không thú vị lắm,0
Tôi nghĩ cần cải thiện thêm,0
Thằng ngu! Không biết gì mà nói,0
Mày nói lung tung vậy,0
Đồ khốn nạn!,0
Thật là ngu ngốc,0
Mày có bệnh à?,0
Đừng có láo nháo,0
Thằng này chắc bị điên,0
Nói chuyện như con nít,0
Đầu óc có vấn đề,0
Im đi! Không ai hỏi ý kiến mày,0
OK bạn ơi,1
Được rồi,1
Tôi hiểu rồi,1
Cảm ơn bạn,1
Để tôi nghĩ xem,1
Có thể là vậy,1
Tôi sẽ xem xét,1
Không sao,1
Được thôi,1
Tạm ổn,1
Chúc mừng sinh nhật bạn nhé!,2
Happy birthday! Chúc bạn luôn vui vẻ,2
Chúc hai bạn hạnh phúc bên nhau,2
Chúc mừng năm mới! Năm mới an khang thịnh vượng,2
Chúc bạn sớm khỏe lại nhé,2
"Ai thích thì thích, tao chẳng quan tâm",1
Tùy bạn thôi,1
Không có ý kiến gì,1
Bình thường thôi mà,1
Cũng được,1
Spam quá! Báo cáo liền,0
"Quảng cáo hoài, chán quá",0
Fake news! Đừng tin,0
Lừa đảo đấy mọi người,0
Clickbait quá đà,0
Con mẹ mày! Đồ khốn nạn,0
